Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Std,Metrics/EpNegLogScore,Metrics/EpProbSafe,Metrics/EpNormNegLogScore,Metrics/LagrangeCostLimit,Time/UpdateClassifier,Classifier/TrainLoss,Classifier/ValidLoss,Classifier/ValidAccuracy,Classifier/ValidPrecision,Classifier/ValidRecall,Classifier/NewDataValidLoss,Classifier/NewDataValidAccuracy,Classifier/NewDataValidPrecision,Classifier/NewDataValidRecall,Classifier/NumRetrainTrajs,Classifier/NumRetrainQueries,Classifier/TrajAbsCV,Classifier/TrajAbsCV/Min,Classifier/TrajAbsCV/Max,Classifier/TrajAbsCV/Std,Value/AdvC
1.6760871410369873,0.0,27.399999618530273,0.0,-0.5813765525817871,0.02045188657939434,2.0,1.0030357837677002,1.0030357837677002,1.0030357837677002,0.014963163994252682,0.00029925000853836536,0.1352926343679428,300.0,-0.019289618358016014,-0.019289618358016014,0.003157496452331543,1.6964218616485596,1.6964218616485596,-0.03939221054315567,nan,nan,0.40358978509902954,2.0655174255371094,1.991816759109497,0.07326149940490723,2.0652432441711426,145.26138305664062,1.0,1.0,1.0,0.0,0.11335976421833038,0.893309473991394,0.40048545598983765,-0.8999999761581421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,0.023851247504353523
1.7295631170272827,0.0,27.399999618530273,1.0,-0.5820480585098267,0.022218113765120506,2.0,1.0012739896774292,1.0012739896774292,1.0012739896774292,0.021385369822382927,0.00029850000282749534,0.1352018415927887,600.0,-0.0052839345298707485,0.014005683828145266,-0.12882371246814728,1.3462001085281372,-0.35022175312042236,-0.45853641629219055,nan,nan,0.11611613631248474,3.718266248703003,1.5680615901947021,0.06492495536804199,1.6330389976501465,183.70663452148438,1.0,1.0,1.0,0.0,0.1134210079908371,0.8932536840438843,0.26704633235931396,-0.8999999761581421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,-0.03801983222365379
1.6932072639465332,0.0,27.5,2.0,-0.5824582576751709,0.02145358733832836,2.0,0.9925121068954468,0.9925121068954468,0.9925121068954468,0.015055062249302864,0.0002977499971166253,0.13514648377895355,900.0,-0.010952241718769073,-0.005668307188898325,0.007206542883068323,2.189044237136841,0.8428441286087036,-0.6607111096382141,nan,nan,0.11460110545158386,5.451022148132324,1.6222717761993408,0.08936452865600586,1.711839199066162,175.25039672851562,1.0,1.0,1.0,0.0,0.11354298144578934,0.8931078314781189,0.20620623230934143,-0.8999999761581421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,-0.08214353770017624
1.757610559463501,0.0,23.404762268066406,3.0,-0.5831369161605835,0.025483863428235054,2.0,1.010563611984253,1.010563611984253,1.010563611984253,0.00821799784898758,0.0002969999914057553,0.13505513966083527,1200.0,-0.0047050174325704575,0.006247224286198616,-0.02481106109917164,2.355227470397949,0.1661832332611084,-0.37664130330085754,nan,nan,-0.08626020699739456,7.338905334472656,1.7968103885650635,0.06443142890930176,1.8613150119781494,161.17645263671875,1.0,1.0,1.0,0.0,0.09653860330581665,0.9088663458824158,-0.1710090935230255,-0.8999999761581421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,-0.02639630250632763
1.72853422164917,0.0,22.780000686645508,4.0,-0.584647536277771,0.02317144349217415,2.0,0.9962917566299438,0.9962917566299438,0.9962917566299438,0.011878913268446922,0.00029624998569488525,0.13485153019428253,1500.0,-0.022041235119104385,-0.017336217686533928,0.039200522005558014,1.501580834388733,-0.8536466360092163,-0.4363112151622772,nan,nan,0.09236184507608414,9.163947105407715,1.7315332889556885,0.07286858558654785,1.8045299053192139,166.24832153320312,1.0,1.0,1.0,0.0,0.09385007619857788,0.911325216293335,-0.21783919632434845,-0.8999999761581421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,-0.09880757331848145
1.9256603717803955,0.0,20.440000534057617,5.0,-0.5861368179321289,0.022687125951051712,2.0,1.0062404870986938,1.0062404870986938,1.0062404870986938,0.018205799162387848,0.0002955000090878457,0.1346510350704193,1800.0,-0.020492983981966972,0.001548251137137413,0.19831323623657227,2.9262330532073975,1.4246522188186646,-0.36109647154808044,nan,nan,0.07547882944345474,11.222267150878906,1.9700298309326172,0.06980037689208984,2.0398929119110107,147.0665740966797,1.0,1.0,1.0,0.0,0.08402133733034134,0.9204367995262146,-0.33935806155204773,-0.8999999761581421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,-0.08985587954521179
2.0011672973632812,0.0,17.780000686645508,6.0,-0.5881451368331909,0.021301113069057465,2.0,0.9943145513534546,0.9943145513534546,0.9943145513534546,0.008853278122842312,0.00029475000337697566,0.13438136875629425,2100.0,-0.015995750203728676,0.0044972337782382965,-0.01174140814691782,2.608457088470459,-0.3177759647369385,-0.1322871595621109,nan,nan,0.031148040667176247,13.490204811096191,2.1742312908172607,0.07302498817443848,2.24731707572937,133.49253845214844,1.0,1.0,1.0,0.0,0.07292652875185013,0.9306803345680237,-0.457550585269928,-0.8999999761581421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,-0.08552667498588562
2.112567186355591,0.0,16.100000381469727,7.0,-0.5900611281394958,0.03363432362675667,2.0,0.9863473176956177,0.9863473176956177,0.9863473176956177,0.02277107536792755,0.00029399999766610563,0.13412483036518097,2400.0,-0.014877796173095703,0.0011179540306329727,-0.21461844444274902,2.9328958988189697,0.32443881034851074,0.3453594148159027,nan,nan,-0.094939686357975,15.608551025390625,2.035629987716675,0.06495976448059082,2.1006689071655273,142.81170654296875,1.0,1.0,1.0,0.0,0.0657697468996048,0.9373228549957275,-0.4016701579093933,-0.8999999761581421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,0.016624798998236656
1.8900275230407715,0.0,12.600000381469727,8.0,-0.5910542607307434,0.029447559267282486,2.0,0.9917410016059875,0.9917410016059875,0.9917410016059875,0.011761155910789967,0.0002932499919552356,0.1339927613735199,2700.0,-0.016220804303884506,-0.001343008130788803,-0.11122573167085648,2.419508695602417,-0.5133872032165527,0.29106661677360535,nan,nan,-0.017741048708558083,17.829761505126953,2.135197401046753,0.06866836547851562,2.2039284706115723,136.12063598632812,1.0,1.0,1.0,0.0,0.05122814327478409,0.9508144855499268,-0.5978428721427917,-0.8999999761581421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,-0.0066767483949661255
2.106443405151367,0.0,11.319999694824219,9.0,-0.593774139881134,0.022946743294596672,5.0,0.9981677532196045,0.9981677532196045,0.9981677532196045,0.027647839859128,0.0002924999862443656,0.13363246619701385,3000.0,-0.03478136658668518,-0.018560562282800674,-0.007411550264805555,3.3583035469055176,0.9387948513031006,0.43404993414878845,nan,nan,0.010740602388978004,20.267887115478516,2.246386766433716,0.1729447841644287,2.419400691986084,123.99768829345703,1.0,1.0,1.0,0.0,0.04599348455667496,0.9555803537368774,-0.5718867778778076,-0.8999999761581421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,0.024366341531276703
